authors,title,language_code
"Newt Scamander, J.K. Rowling, Albus Dumbledore",Fantastic Beasts and Where to Find Them,eng
"Malala Yousafzai, Christina Lamb",I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,eng
"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",Mansfield Park,eng
Viktor E. Frankl,Man's Search for Meaning,eng
Tana French,"In the Woods (Dublin Murder Squad, #1)",eng
Richard Dawkins,The God Delusion,eng
Gayle Forman,"Where She Went (If I Stay, #2)",en-US
John Irving,The World According to Garp,eng
Lee Child,"Killing Floor (Jack Reacher, #1)",eng
"Daniel Defoe, Gerald McCann, Virginia Woolf",Robinson Crusoe,eng
"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",The Prince,eng
Philip Pullman,"The Amber Spyglass (His Dark Materials, #3)",eng
Terry Goodkind,"Wizard's First Rule (Sword of Truth, #1)",eng
Kathleen Grissom,The Kitchen House,en-CA
J.D. Salinger,Franny and Zooey,en-US
Chuck Palahniuk,Choke,eng
"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",The Brothers Karamazov,eng
Jeanne DuPrau,"The City of Ember (Book of Ember, #1)",eng
Michael Crichton,The Andromeda Strain,
Stephen King,The Green Mile,eng
Kahlil Gibran,The Prophet,eng
Art Spiegelman,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",eng
"P.C. Cast, Kristin Cast","Untamed (House of Night, #4)",en-US
Orson Scott Card,"Speaker for the Dead (Ender's Saga, #2)",en-US
C.S. Lewis,Mere Christianity,eng
Donna Tartt,The Secret History,eng
Dave Eggers,A Heartbreaking Work of Staggering Genius,eng
Jean M. Auel,"The Clan of the Cave Bear (Earth's Children, #1)",eng
Anna Sewell,Black Beauty,eng
"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",War and Peace,eng
Bret Easton Ellis,American Psycho,eng
Meg Cabot,"The Princess Diaries (The Princess Diaries, #1)",eng
Alexander McCall Smith,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",eng
"Robert Kirkman, Tony Moore","The Walking Dead, Vol. 01: Days Gone Bye",en-GB
Arthur C. Clarke,"2001: A Space Odyssey (Space Odyssey, #1)",eng
Francine Rivers,Redeeming Love,eng
"Tim LaHaye, Jerry B. Jenkins","Left Behind (Left Behind, #1)",eng
Kiera Cass,"The One (The Selection, #3)",eng
Suzanne Collins,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",eng
Barbara Ehrenreich,Nickel and Dimed: On (Not) Getting By in America,eng
Sophie Kinsella,Remember Me?,eng
Robert Jordan,"The Great Hunt (Wheel of Time, #2)",en-US
Patricia Cornwell,"Postmortem (Kay Scarpetta, #1)",eng
Edgar Allan Poe,The Complete Stories and Poems,en-US
"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",The Hiding Place: The Triumphant True Story of Corrie Ten Boom,en-US
Arthur Conan Doyle,The Adventures of Sherlock Holmes,eng
Pat Conroy,The Prince of Tides,eng
Michael Chabon,The Amazing Adventures of Kavalier & Clay,eng
Simone Elkeles,"Perfect Chemistry (Perfect Chemistry, #1)",eng
"J.M. Barrie, Michael Hague",Peter Pan,en-US
Scott Westerfeld,"Pretties (Uglies, #2)",eng
"Haruki Murakami, Jay Rubin",The Wind-Up Bird Chronicle,eng
Michael Connelly,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",eng
David Mitchell,Cloud Atlas,eng
Tim O'Brien,The Things They Carried,en-US
Banksy,Wall and Piece,eng
Lauren Oliver,"Pandemonium (Delirium, #2)",eng
Jeff Lindsay,"Darkly Dreaming Dexter (Dexter, #1)",eng
Charlaine Harris,"Living Dead in Dallas (Sookie Stackhouse, #2)",eng
Robert Jordan,"The Dragon Reborn (Wheel of Time, #3)",eng
"Jonathan Swift, Robert DeMaria Jr.",Gulliver's Travels,eng
"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",Much Ado About Nothing,eng
"Unknown, Seamus Heaney",Beowulf,en-US
"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Batman: Year One,eng
Harper Lee,Go Set a Watchman,eng
David Sedaris,When You Are Engulfed in Flames,en-US
Laini Taylor,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",eng
Victoria Aveyard,"Red Queen (Red Queen, #1)",eng
Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business,eng
John Berendt,Midnight in the Garden of Good and Evil,eng
Colleen Hoover,"Hopeless (Hopeless, #1)",eng
"Frances Hodgson Burnett, Nancy Bond",A Little Princess,eng
Sarah Dessen,The Truth About Forever,en-US
C.S. Lewis,"The Horse and His Boy (Chronicles of Narnia, #5)",eng
Richelle Mead,"Last Sacrifice (Vampire Academy, #6)",eng
"Laura Ingalls Wilder, Garth Williams","Little House on the Prairie (Little House, #2)",eng
"Margery Williams Bianco, William   Nicholson",The Velveteen Rabbit,eng
Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,eng
"H.G. Wells, Arthur C. Clarke",The War of the Worlds,eng
Sara Shepard,"Pretty Little Liars (Pretty Little Liars, #1)",en-US
Don Freeman,Corduroy,en-US
Michael Pollan,The Omnivore's Dilemma: A Natural History of Four Meals,eng
Kate Atkinson,Life After Life,eng
Nicholas Sparks,The Rescue,en-US
Stephen King,Needful Things,
Diana Gabaldon,"Voyager (Outlander, #3)",eng
"Kenneth Branagh, William Shakespeare","Hamlet: Screenplay, Introduction And Film Diary",eng
Stephen King,Cujo,spa
Jeffrey Eugenides,The Virgin Suicides,eng
Charlaine Harris,"Dead to the World (Sookie Stackhouse, #4)",eng
"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Tess of the D'Urbervilles,eng
"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",Madame Bovary,eng
"Norton Juster, Jules Feiffer",The Phantom Tollbooth,en-US
Brandon Sanderson,"The Way of Kings (The Stormlight Archive, #1)",eng
Charlaine Harris,"Club Dead (Sookie Stackhouse, #3)",en-GB
Ned Vizzini,It's Kind of a Funny Story,en-US
Brandon Sanderson,"The Well of Ascension (Mistborn, #2)",eng
Jojo Moyes,"After You (Me Before You, #2)",eng
Vanessa Diffenbaugh,The Language of Flowers,eng
"Frank Miller, Klaus Janson, Lynn Varley","Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",eng
James Patterson,"The Angel Experiment (Maximum Ride, #1)",eng
Nick Hornby,High Fidelity,eng
Nicholas Sparks,The Guardian,en-US
Margaret Atwood,"Oryx and Crake (MaddAddam, #1)",eng
John Gray,"Men Are from Mars, Women Are from Venus",en-US
Anthony Bourdain,Kitchen Confidential: Adventures in the Culinary Underbelly,eng
Michael Crichton,Timeline,en-US
Voltaire,Candide,eng
Natalie Babbitt,Tuck Everlasting,eng
"Stephen King, Marie Milpois",Christine,fre
P.D. Eastman,Are You My Mother?,eng
E.H. Gombrich,The Story of Art,en-US
Marissa Meyer,"Scarlet (The Lunar Chronicles, #2)",eng
Robert T. Kiyosaki,"Rich Dad, Poor Dad",eng
Becca Fitzpatrick,"Silence (Hush, Hush, #3)",eng
Lev Grossman,The Magicians (The Magicians #1),eng
"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 1: Boredom (Death Note, #1)",eng
Libba Bray,"A Great and Terrible Beauty (Gemma Doyle, #1)",eng
Jonathan Safran Foer,Everything Is Illuminated,eng
Robert Ludlum,"The Bourne Supremacy (Jason Bourne, #2)",en-US
Tammara Webber,"Easy (Contours of the Heart, #1)",en-CA
"Charles Dickens, Jeremy Tambling",David Copperfield,eng
"Sherman Alexie, Ellen Forney",The Absolutely True Diary of a Part-Time Indian,eng
"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",The Master and Margarita,eng
Ursula K. Le Guin,"A Wizard of Earthsea (Earthsea Cycle, #1)",en-US
"Kate DiCamillo, Chris Sheban",Because of Winn-Dixie,eng
John Knowles,A Separate Peace,en-US
John Grisham,The Rainmaker,eng
"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",Don Quixote,eng
Robin Hobb,"Assassin's Apprentice (Farseer Trilogy, #1)",eng
Douglas Adams,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng
Lauren Kate,"Torment (Fallen, #2)",eng
Beatrix Potter,The Tale of Peter Rabbit,eng
"C.S. Lewis, Pauline Baynes","The Silver Chair (Chronicles of Narnia, #4)",eng
Brandon Sanderson,"The Hero of Ages (Mistborn, #3)",eng
Susanna Kaysen,"Girl, Interrupted",eng
Chelsea Handler,"Are You There, Vodka? It's Me, Chelsea",
"Richard Bach, Russell Munson",Jonathan Livingston Seagull,en-US
Cassandra Clare,"City of Heavenly Fire (The Mortal Instruments, #6)",eng
"Robert Munsch, Sheila McGraw",Love You Forever,en-GB
Stephen King,Cell,en-US
Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng
"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",The Silmarillion (Middle-Earth Universe),eng
Stephen King,"The Drawing of the Three (The Dark Tower, #2)",eng
Kate Morton,The Forgotten Garden,en-GB
"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",The Trial,eng
Sarah Dessen,This Lullaby,eng
Jodi Picoult,Plain Truth,eng
Piper Kerman,Orange Is the New Black,eng
"Arthur Conan Doyle, Anne Perry",The Hound of the Baskervilles,eng
Daniel Kahneman,"Thinking, Fast and Slow",eng
Marion Zimmer Bradley,"The Mists of Avalon (Avalon, #1)",eng
Judy Blume,"Are You There God? It's Me, Margaret",eng
Nicholas Sparks,Nights in Rodanthe,eng
Stephen King,"Mr. Mercedes (Bill Hodges Trilogy, #1)",eng
Charlaine Harris,"All Together Dead (Sookie Stackhouse, #7)",eng
Chris Bohjalian,Midwives,en-US
Chris Van Allsburg,The Polar Express,en-US
"Jon Scieszka, Lane Smith",The True Story of the 3 Little Pigs,en-GB
Tom Clancy,"Patriot Games (Jack Ryan Universe, #2)",eng
"Paulo Coelho, Margaret Jull Costa",Veronika Decides to Die,eng
"Sheryl Sandberg, Nell Scovell","Lean In: Women, Work, and the Will to Lead",eng
Charlaine Harris,"Dead as a Doornail (Sookie Stackhouse, #5)",eng
Tahereh Mafi,"Shatter Me (Shatter Me, #1)",en-US
Robert A. Heinlein,Starship Troopers,en-CA
Sophie Kinsella,I've Got Your Number,eng
"Jostein Gaarder, Paulette Møller",Sophie's World,eng
Mark Cotta Vaz,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",eng
Ray Bradbury,The Martian Chronicles,en-US
Jennifer Egan,A Visit from the Goon Squad,eng
"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",Heidi,eng
Michael Crichton,Prey,
C.S. Lewis,"The Last Battle (Chronicles of Narnia, #7)",eng
Ken Follett,"World Without End (The Kingsbridge Series, #2)",eng
"P.C. Cast, Kristin Cast","Chosen (House of Night, #3)",en-US
Colleen Hoover,"Slammed (Slammed, #1)",eng
Alex Flinn,"Beastly (Beastly, #1; Kendra Chronicles, #1)",eng
"Geoffrey Chaucer, Nevill Coghill",The Canterbury Tales,eng
Emily Giffin,Baby Proof,en-US
Christopher Paolini,"Inheritance (The Inheritance Cycle, #4)",en-US
"Haruki Murakami, Jay Rubin, Philip Gabriel",1Q84,eng
Harriet Beecher Stowe,Uncle Tom's Cabin,eng
"Gaston Leroux, Alexander Teixeira de Mattos",The Phantom of the Opera,eng
Charlaine Harris,"Definitely Dead (Sookie Stackhouse, #6)",en-US
"José Saramago, Giovanni Pontiero",Blindness,en-US
Jonathan Franzen,Freedom,en-US
Ally Condie,"Crossed (Matched, #2)",eng
Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",en-US
Aravind Adiga,The White Tiger,eng
Jonathan Franzen,The Corrections,eng
Barack Obama,Dreams from My Father: A Story of Race and Inheritance,eng
Michael Crichton,Congo,eng
"Judith Viorst, Ray Cruz","Alexander and the Terrible, Horrible, No Good, Very Bad Day",en-CA
Jhumpa Lahiri,Interpreter of Maladies,eng
Howard Zinn,A People's History of the United States,eng
Truman Capote,Breakfast at Tiffany's,eng
Justin Cronin,"The Passage (The Passage, #1)",eng
Neil Gaiman,Anansi Boys,eng
Sarah Dessen,Along for the Ride,eng
Celeste Ng,Everything I Never Told You,eng
"Isabel Allende, Magda Bogin",The House of the Spirits,en-US
Stephen King,The Dead Zone,en-US
"Agatha Christie, Ροζίτα Σώκου","The Mysterious Affair at Styles (Hercule Poirot, #1)",eng
Agatha Christie,"Murder on the Orient Express (Hercule Poirot, #10)",eng
Chimamanda Ngozi Adichie,Americanah,eng
James Patterson,Suzanne's Diary for Nicholas,eng
Stephen King,Firestarter,eng
Sylvia Day,"Entwined with You (Crossfire, #3)",eng
Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",eng
Gabrielle Zevin,The Storied Life of A.J. Fikry,eng
Ludwig Bemelmans,Madeline,en-GB
Napoleon Hill,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,eng
"Laura Ingalls Wilder, Garth Williams","Little House in the Big Woods (Little House, #1)",eng
Susanna Clarke,Jonathan Strange & Mr Norrell,eng
Nicholas Sparks,A Bend in the Road,eng
Rick Riordan,"The House of Hades (The Heroes of Olympus, #4)",eng
Michael  Grant,"Gone (Gone, #1)",eng
Nicholas Sparks,"The Wedding (The Notebook, #2)",en-US
David McCullough,1776,eng
Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith,eng
Jess Walter,Beautiful Ruins,eng
Barack Obama,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US
Stephen King,On Writing: A Memoir of the Craft,eng
Kristin Hannah,"Firefly Lane (Firefly Lane, #1)",en-US
Michael Crichton,Sphere,eng
Emily Giffin,Love the One You're With,en-US
"Robert Galbraith, J.K. Rowling","The Silkworm (Cormoran Strike, #2)",eng
Anne Rice,"The Vampire Lestat (The Vampire Chronicles, #2)",eng
Ann Patchett,State of Wonder,eng
Matthew Quick,The Silver Linings Playbook,en-US
"Jules Verne, Anthony Bonner",Twenty Thousand Leagues Under the Sea,eng
Philippa Gregory,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",en-US
"Virginia Woolf, Maureen Howard",Mrs. Dalloway,en-US
"Jonas Jonasson, Rod Bradbury",The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,en-GB
Stephen King,Bag of Bones,en-US
John Irving,The Cider House Rules,eng
"Richard Bachman, Stephen King",Thinner,en-GB
"Jules Verne, Michael Glencross, Brian W. Aldiss",Around the World in Eighty Days,eng
Sharon Creech,Walk Two Moons,eng
"Paulo Coelho, Margaret Jull Costa",Eleven Minutes,eng
J.D. Salinger,Nine Stories,eng
Julie Powell,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",eng
Neal Shusterman,"Unwind (Unwind, #1)",eng
Diana Gabaldon,"Drums of Autumn (Outlander, #4)",eng
Marie Lu,"Prodigy (Legend, #2)",eng
William Shakespeare,King Lear,eng
Arthur Miller,Death of a Salesman,eng
Nicholas Sparks,The Choice,en-US
Kate Egan,The Hunger Games: Official Illustrated Movie Companion,en-US
William Faulkner,The Sound and the Fury,eng
Eckhart Tolle,A New Earth: Awakening to Your Life's Purpose,eng
Tite Kubo,"Bleach, Volume 01",eng
Allie Brosh,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",eng
Robert Jordan,"The Shadow Rising (Wheel of Time, #4)",en-US
Gregory David Roberts,Shantaram,eng
Charlaine Harris,"From Dead to Worse (Sookie Stackhouse, #8)",eng
"Stephen King, Ned Dameron","The Waste Lands (The Dark Tower, #3)",eng
Jeffery Deaver,"The Bone Collector (Lincoln Rhyme, #1)",en-US
"Bernhard Schlink, Carol Brown Janeway",The Reader,eng
"Bill Martin Jr., Eric Carle","Brown Bear, Brown Bear, What Do You See?",eng
Dan Simmons,"Hyperion (Hyperion Cantos, #1)",eng
John Steinbeck,The Pearl,eng
William Peter Blatty,The Exorcist,en-US
Stephenie Meyer,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",eng
David Guterson,Snow Falling on Cedars,eng
Alex Haley,Roots: The Saga of an American Family,en-US
"Alan Moore, Brian Bolland, Tim Sale",Batman: The Killing Joke,eng
Ralph Ellison,Invisible Man,eng
Ishmael Beah,A Long Way Gone: Memoirs of a Boy Soldier,en-US
Robert C. O'Brien,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",
Stephen King,Different Seasons,eng
"Laura Ingalls Wilder, Garth Williams","The Little House Collection (Little House, #1-9)",
Melissa Bank,The Girls' Guide to Hunting and Fishing,
Hugh Howey,"Wool Omnibus (Silo, #1)",eng
Christopher Moore,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",en-US
Eckhart Tolle,The Power of Now: A Guide to Spiritual Enlightenment,eng
Jenny  Lawson,Let's Pretend This Never Happened: A Mostly True Memoir,eng
Scott Lynch,"The Lies of Locke Lamora (Gentleman Bastard, #1)",eng
Garth Nix,"Sabriel (Abhorsen,  #1)",en-US
Charlaine Harris,"Dead and Gone (Sookie Stackhouse, #9)",eng
Jodi Picoult,The Storyteller,eng
Jennifer L. Armentrout,"Obsidian (Lux, #1)",eng
Douglas Adams,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",eng
Sarah J. Maas,"Crown of Midnight (Throne of Glass, #2)",en-CA
Bryan Lee O'Malley,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",eng
Jeannette Walls,Half Broke Horses,eng
Terry Pratchett,"Mort (Death, #1; Discworld, #4)",eng
Julie Kagawa,"The Iron King (The Iron Fey, #1)",eng
Larry McMurtry,Lonesome Dove,en-US
Mary Roach,Stiff: The Curious Lives of Human Cadavers,eng
Richelle Mead,"Bloodlines (Bloodlines, #1)",en-US
Orson Scott Card,"Ender's Shadow (Ender's Shadow, #1)",eng
Sophie Kinsella,Twenties Girl,eng
Thomas Keneally,Schindler's List,eng
Toni Morrison,The Bluest Eye,eng
Philippa Gregory,"The White Queen (The Plantagenet and Tudor Novels, #2)",eng
"Malcolm X, Alex Haley",The Autobiography of Malcolm X,eng
"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",Preludes & Nocturnes (The Sandman #1),eng
Laura Hillenbrand,Seabiscuit: An American Legend,en-US
Dennis Lehane,Shutter Island,eng
Arthur Conan Doyle,The Complete Sherlock Holmes,eng
"William Shakespeare, Roma Gill",Julius Caesar,eng
Erik Larson,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng
"Plato, Desmond Lee",The Republic,eng
William Shakespeare,The Taming of the Shrew,en-US
Marissa Meyer,"Cress (The Lunar Chronicles, #3)",eng
Patti Smith,Just Kids,en-US
Phaidon Press,The Art Book,eng
Jane Green,Jemima J,en-US
"Victor Hugo, Walter J. Cobb",The Hunchback of Notre-Dame,eng
Rohinton Mistry,A Fine Balance,eng
"Bill Watterson, G.B. Trudeau",Calvin and Hobbes,en-US
Scott Westerfeld,"Specials (Uglies, #3)",eng
Kate Chopin,The Awakening,eng
"P.C. Cast, Kristin Cast","Hunted (House of Night, #5)",eng
Mitch Albom,For One More Day,en-US
Tom Clancy,"Clear and Present Danger (Jack Ryan Universe, #6)",eng
Shel Silverstein,Falling Up,en-US
Justin Halpern,Sh*t My Dad Says,
"Irvine Welsh, Eric Lindor Fall",Trainspotting,fre
Isaac Asimov,Foundation and Empire (Foundation #2),eng
Miguel Ruiz,The Four Agreements: A Practical Guide to Personal Freedom,
Jodi Picoult,House Rules,en-US
"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",The Complete Grimm's Fairy Tales,eng
E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng
Stephen King,"Doctor Sleep (The Shining, #2)",eng
Nick Hornby,About a Boy,en-US
Samantha Young,"On Dublin Street (On Dublin Street, #1)",eng
"Francis Chan, Danae Yankoski, Chris Tomlin",Crazy Love: Overwhelmed by a Relentless God,eng
Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish",
Dean Koontz,Watchers,
Helen Keller,The Story of My Life,eng
Jonathan Tropper,This is Where I Leave You,eng
Seth Grahame-Smith,Abraham Lincoln: Vampire Hunter,en-US
